,country,year,Effective Parliament (highest score=1),Election free and fair (highest score=1),Election government intimidation (highest score=1),Voter turnout (highest score=1),Fair trial (highest score=1),Judicial Independence (highest score=1),Predictable Enforcement (highest score=1),Freedom of Religion (highest score=1),Free Political Parties (highest score=1),Harassment of journalists (highest score=1),Media bias (highest score=1),Media freedom (highest score=1),Freedom of the Press (highest score=1),Gender Equality (highest score=1),Educational equality (highest score=1),Health equality (highest score=1),Infant mortality rate (highest score=1),Life expectancy (highest score=1),Mean years of schooling (highest score=1),Human Development Index
607,Italy,2004,0.8,0.85,0.85,0.85,0.67,0.7,0.61,0.98,0.74,0.72,0.76,0.5,0.68,0.73,0.8,0.85,0.99,0.95,0.4,0.866
608,Italy,2005,0.8,0.85,0.85,0.85,0.67,0.7,0.61,0.85,0.74,0.72,0.76,0.5,0.68,0.73,0.8,0.85,0.99,0.95,0.4,0.869
609,Italy,2006,0.88,0.86,0.88,0.82,0.67,0.68,0.63,0.75,0.74,0.72,0.81,1.0,0.71,0.73,0.8,0.85,0.99,0.95,0.4,0.874
610,Italy,2007,0.88,0.86,0.88,0.82,0.67,0.66,0.63,0.75,0.74,0.72,0.92,1.0,0.74,0.76,0.8,0.85,0.99,0.96,0.41,0.878
611,Italy,2008,0.8,0.86,0.83,0.79,0.67,0.66,0.62,0.75,0.74,0.72,0.86,0.5,0.69,0.74,0.8,0.85,0.99,0.96,0.41,0.878
612,Italy,2009,0.8,0.86,0.83,0.79,0.67,0.67,0.62,0.75,0.74,0.72,0.8,0.5,0.68,0.74,0.8,0.85,0.99,0.96,0.41,0.877
613,Italy,2010,0.8,0.86,0.83,0.79,0.67,0.67,0.63,0.75,0.74,0.72,0.8,0.5,0.68,0.76,0.8,0.85,0.99,0.96,0.41,0.88
614,Italy,2011,0.86,0.86,0.83,0.79,0.67,0.67,0.63,0.98,0.74,0.72,0.8,0.5,0.69,0.78,0.8,0.85,0.99,0.97,0.42,0.883
615,Italy,2012,0.86,0.86,0.83,0.79,0.67,0.66,0.63,1.0,0.74,0.72,0.86,0.5,0.73,0.77,0.8,0.85,0.99,0.97,0.42,0.881
616,Italy,2013,0.86,0.9,0.93,0.68,0.67,0.66,0.64,1.0,0.74,0.78,0.86,0.5,0.73,0.79,0.8,0.85,0.99,0.97,0.42,0.88
617,Italy,2014,0.86,0.9,0.93,0.68,0.67,0.66,0.64,0.81,0.74,0.78,0.86,0.5,0.73,0.79,0.8,0.85,0.99,0.98,0.43,0.882
618,Italy,2015,0.86,0.9,0.93,0.68,0.67,0.66,0.64,0.81,0.74,0.78,0.86,0.5,0.73,0.8,0.8,0.87,0.99,0.97,0.43,0.881
619,Italy,2016,0.86,0.9,0.93,0.68,0.67,0.66,0.65,0.81,0.74,0.78,0.86,0.5,0.73,0.81,0.8,0.87,0.99,0.98,0.43,0.886
620,Italy,2017,0.86,0.9,0.93,0.68,0.67,0.68,0.65,0.81,0.74,0.71,0.78,0.5,0.73,0.8,0.8,0.87,0.99,0.98,0.43,0.889
621,Italy,2018,0.86,0.91,0.92,0.65,0.67,0.66,0.64,0.81,0.74,0.79,0.78,0.5,0.74,0.77,0.8,0.87,0.99,0.98,0.44,0.894
622,Italy,2019,0.86,0.91,0.92,0.65,0.67,0.66,0.64,0.81,0.74,0.73,0.78,0.5,0.71,0.8,0.8,0.87,0.99,0.98,0.44,0.899
623,Italy,2020,0.86,0.91,0.92,0.65,0.67,0.68,0.64,0.78,0.74,0.79,0.78,0.5,0.71,0.87,0.8,0.87,1.0,0.97,0.44,0.892
624,Italy,2021,0.86,0.91,0.92,0.65,0.67,0.69,0.64,0.81,0.74,0.79,0.78,0.5,0.71,0.88,0.8,0.87,1.0,0.97,0.44,0.899
625,Italy,2022,0.86,0.91,0.9,0.55,0.67,0.69,0.65,0.81,0.74,0.79,0.78,0.5,0.71,0.88,0.8,0.87,1.0,0.97,0.45,0.906
626,Japan,1990,0.77,0.84,0.86,0.75,0.67,0.65,0.77,0.98,0.74,0.7,0.83,1.0,0.74,0.54,0.97,0.92,0.98,0.92,0.46,0.846
627,Japan,1991,0.77,0.84,0.86,0.75,0.67,0.65,0.77,0.98,0.74,0.7,0.83,1.0,0.74,0.54,0.97,0.92,0.98,0.92,0.46,0.85
628,Japan,1992,0.77,0.84,0.86,0.75,0.67,0.65,0.78,0.98,0.74,0.7,0.83,1.0,0.74,0.54,0.97,0.92,0.99,0.92,0.46,0.852
629,Japan,1993,0.77,0.84,0.86,0.66,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.54,0.97,0.92,0.99,0.93,0.46,0.858
630,Japan,1994,0.78,0.84,0.86,0.66,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.54,0.97,0.92,0.99,0.93,0.47,0.865
631,Japan,1995,0.78,0.84,0.86,0.44,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.55,0.97,0.92,0.99,0.93,0.47,0.867
632,Japan,1996,0.78,0.84,0.86,0.6,1.0,0.65,0.78,0.98,0.74,0.7,0.83,1.0,0.74,0.56,0.97,0.92,0.99,0.94,0.47,0.874
633,Japan,1997,0.78,0.84,0.86,0.6,1.0,0.65,0.78,0.98,0.74,0.7,0.83,1.0,0.74,0.57,0.97,0.92,0.99,0.94,0.47,0.877
634,Japan,1998,0.78,0.84,0.86,0.6,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.57,0.97,0.92,0.99,0.94,0.47,0.877
635,Japan,1999,0.78,0.84,0.86,0.6,0.67,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.58,0.97,0.92,0.99,0.94,0.47,0.878
636,Japan,2000,0.82,0.85,0.86,0.58,0.67,0.65,0.78,0.98,0.74,0.7,0.83,1.0,0.74,0.56,0.97,0.92,0.99,0.95,0.47,0.883
637,Japan,2001,0.82,0.85,0.86,0.58,0.67,0.65,0.77,0.98,0.74,0.7,0.83,1.0,0.74,0.59,0.97,0.92,0.99,0.96,0.48,0.885
638,Japan,2002,0.82,0.85,0.86,0.58,0.67,0.65,0.77,0.98,0.74,0.7,0.83,1.0,0.74,0.59,0.97,0.92,0.99,0.96,0.48,0.888
639,Japan,2003,0.82,0.84,0.86,0.59,1.0,0.65,0.77,0.98,0.74,0.7,0.83,1.0,0.74,0.59,0.97,0.92,0.99,0.96,0.48,0.889
640,Japan,2004,0.82,0.84,0.86,0.59,1.0,0.65,0.77,0.98,0.74,0.7,0.83,1.0,0.74,0.59,0.97,0.92,0.99,0.96,0.48,0.893
641,Japan,2005,0.82,0.9,0.92,0.66,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.61,0.97,0.92,0.99,0.96,0.48,0.894
642,Japan,2006,0.82,0.9,0.92,0.66,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.58,0.97,0.92,0.99,0.97,0.49,0.898
643,Japan,2007,0.82,0.9,0.92,0.66,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.59,0.97,0.92,0.99,0.97,0.49,0.9
644,Japan,2008,0.82,0.9,0.92,0.66,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.58,0.97,0.92,1.0,0.97,0.49,0.901
645,Japan,2009,0.82,0.9,0.92,0.69,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.58,0.97,0.92,1.0,0.98,0.49,0.9
646,Japan,2010,0.82,0.9,0.92,0.69,1.0,0.65,0.79,0.98,0.74,0.7,0.83,1.0,0.74,0.58,0.97,0.92,1.0,0.98,0.5,0.903
647,Japan,2011,0.82,0.9,0.92,0.69,1.0,0.65,0.79,0.85,0.74,0.7,0.83,1.0,0.74,0.6,0.97,0.92,1.0,0.97,0.5,0.902
648,Japan,2012,0.82,0.9,0.92,0.59,1.0,0.7,0.78,0.84,0.74,0.7,0.83,1.0,0.73,0.58,0.97,0.92,1.0,0.98,0.5,0.906
649,Japan,2013,0.82,0.9,0.92,0.59,1.0,0.7,0.78,1.0,0.74,0.69,0.71,1.0,0.69,0.57,0.97,0.92,1.0,0.98,0.5,0.909
650,Japan,2014,0.82,0.89,0.92,0.51,1.0,0.7,0.78,1.0,0.74,0.69,0.71,1.0,0.69,0.57,0.97,0.92,1.0,0.99,0.51,0.91
651,Japan,2015,0.82,0.89,0.92,0.51,1.0,0.7,0.78,1.0,0.74,0.69,0.71,1.0,0.69,0.56,0.97,0.92,1.0,0.99,0.51,0.913
652,Japan,2016,0.82,0.89,0.92,0.51,1.0,0.7,0.78,1.0,0.74,0.69,0.71,1.0,0.69,0.56,0.97,0.92,1.0,0.99,0.51,0.914
653,Japan,2017,0.82,0.88,0.91,0.51,1.0,0.7,0.78,0.89,0.74,0.68,0.71,1.0,0.69,0.59,0.97,0.92,1.0,0.99,0.52,0.916
654,Japan,2018,0.82,0.88,0.91,0.51,1.0,0.7,0.78,1.0,0.74,0.68,0.71,1.0,0.68,0.58,0.97,0.92,1.0,0.99,0.52,0.917
655,Japan,2019,0.82,0.88,0.91,0.51,1.0,0.7,0.78,1.0,0.74,0.68,0.71,1.0,0.68,0.59,0.97,0.92,1.0,1.0,0.52,0.918
656,Japan,2020,0.74,0.88,0.91,0.51,1.0,0.67,0.78,0.89,0.74,0.69,0.71,1.0,0.68,0.58,0.97,0.92,1.0,1.0,0.52,0.917
657,Japan,2021,0.74,0.87,0.89,0.55,1.0,0.7,0.78,1.0,0.74,0.69,0.71,1.0,0.69,0.55,0.97,0.92,1.0,1.0,0.52,0.92
658,Japan,2022,0.74,0.87,0.89,0.55,1.0,0.7,0.78,1.0,0.74,0.69,0.71,1.0,0.7,0.57,0.97,0.92,1.0,1.0,0.53,0.92
659,Korea (Republic of),1990,0.52,0.82,0.61,0.74,0.67,0.65,0.71,0.98,0.61,0.56,0.77,0.0,0.66,0.46,0.93,0.84,0.94,0.82,0.46,0.731
660,Korea (Republic of),1991,0.52,0.82,0.61,0.74,0.67,0.65,0.72,0.98,0.61,0.56,0.77,0.0,0.66,0.46,0.93,0.84,0.94,0.83,0.46,0.742
661,Korea (Republic of),1992,0.53,0.82,0.66,0.85,0.67,0.65,0.73,0.98,0.61,0.59,0.77,0.0,0.66,0.46,0.93,0.84,0.95,0.83,0.47,0.751
662,Korea (Republic of),1993,0.6,0.82,0.66,0.85,0.67,0.68,0.81,0.98,0.61,0.59,0.82,0.5,0.72,0.48,0.93,0.84,0.95,0.84,0.47,0.761
663,Korea (Republic of),1994,0.6,0.82,0.66,0.85,0.67,0.68,0.81,0.98,0.61,0.59,0.82,0.5,0.73,0.49,0.93,0.84,0.96,0.85,0.48,0.77
664,Korea (Republic of),1995,0.6,0.82,0.66,0.85,0.67,0.68,0.81,0.98,0.61,0.59,0.82,0.5,0.73,0.49,0.93,0.84,0.96,0.85,0.48,0.78
665,Korea (Republic of),1996,0.6,0.9,0.67,0.65,0.67,0.68,0.82,0.98,0.61,0.59,0.82,0.5,0.73,0.49,0.93,0.84,0.96,0.86,0.49,0.791
666,Korea (Republic of),1997,0.62,0.9,0.9,0.93,0.67,0.7,0.81,0.98,0.61,0.59,0.82,0.5,0.74,0.51,0.93,0.84,0.97,0.86,0.49,0.804
667,Korea (Republic of),1998,0.76,0.9,0.9,0.93,0.67,0.71,0.8,0.98,0.61,0.63,0.82,0.5,0.75,0.56,0.93,0.93,0.97,0.87,0.5,0.802
668,Korea (Republic of),1999,0.76,0.9,0.9,0.93,0.67,0.71,0.8,0.98,0.61,0.63,0.92,0.5,0.78,0.56,0.93,0.93,0.97,0.87,0.5,0.8140000000000001
669,Korea (Republic of),2000,0.76,0.9,0.9,0.55,0.67,0.71,0.8,0.98,0.61,0.75,0.92,0.5,0.79,0.6,0.93,0.93,0.97,0.88,0.5,0.8240000000000001
670,Korea (Republic of),2001,0.76,0.9,0.9,0.55,0.67,0.71,0.8,0.98,0.61,0.75,0.92,0.5,0.79,0.6,0.93,0.93,0.98,0.89,0.51,0.8320000000000001
671,Korea (Republic of),2002,0.76,0.9,0.9,0.71,0.67,0.75,0.8,0.98,0.61,0.75,0.92,1.0,0.81,0.61,0.93,0.93,0.98,0.89,0.51,0.841
672,Korea (Republic of),2003,0.76,0.9,0.9,0.71,0.67,0.74,0.81,0.98,0.61,0.75,0.92,1.0,0.81,0.62,0.93,0.93,0.98,0.9,0.51,0.845
673,Korea (Republic of),2004,0.76,0.9,0.9,0.59,0.67,0.74,0.81,0.98,0.61,0.75,0.92,1.0,0.81,0.62,0.93,0.93,0.98,0.9,0.51,0.853
674,Korea (Republic of),2005,0.76,0.9,0.9,0.59,0.67,0.74,0.81,0.98,0.61,0.75,0.92,1.0,0.81,0.61,0.93,0.93,0.98,0.91,0.52,0.861
675,Korea (Republic of),2006,0.76,0.9,0.9,0.59,0.67,0.73,0.81,0.98,0.64,0.75,0.92,1.0,0.81,0.6,0.93,0.93,0.99,0.92,0.52,0.866
676,Korea (Republic of),2007,0.76,0.93,0.92,0.64,0.67,0.73,0.8,0.98,0.64,0.75,0.92,1.0,0.8,0.61,0.93,0.93,0.99,0.92,0.52,0.871
677,Korea (Republic of),2008,0.7,0.93,0.92,0.46,0.67,0.66,0.78,0.98,0.64,0.59,0.69,1.0,0.64,0.61,0.93,0.93,0.99,0.93,0.53,0.874
678,Korea (Republic of),2009,0.7,0.93,0.92,0.46,0.67,0.66,0.78,0.98,0.64,0.58,0.69,1.0,0.63,0.61,0.93,0.93,0.99,0.94,0.53,0.876
679,Korea (Republic of),2010,0.7,0.93,0.92,0.46,0.67,0.67,0.78,0.85,0.64,0.58,0.69,0.5,0.62,0.64,0.93,0.93,0.99,0.94,0.53,0.89
680,Korea (Republic of),2011,0.7,0.93,0.92,0.46,0.67,0.67,0.78,0.98,0.64,0.58,0.69,0.5,0.62,0.65,0.93,0.93,0.99,0.94,0.53,0.895
681,Korea (Republic of),2012,0.7,0.68,0.9,0.79,0.67,0.68,0.76,0.86,0.66,0.58,0.69,0.5,0.63,0.64,0.93,0.93,0.99,0.95,0.54,0.897
682,Korea (Republic of),2013,0.7,0.66,0.9,0.79,1.0,0.64,0.74,0.86,0.66,0.54,0.64,0.5,0.6,0.64,0.93,0.93,0.99,0.95,0.54,0.902
683,Korea (Republic of),2014,0.7,0.66,0.9,0.79,1.0,0.66,0.74,0.81,0.59,0.54,0.65,0.5,0.6,0.64,0.93,0.93,0.99,0.96,0.54,0.906
684,Korea (Republic of),2015,0.71,0.66,0.9,0.79,1.0,0.66,0.71,0.81,0.59,0.54,0.65,0.5,0.6,0.62,0.93,0.93,0.99,0.96,0.54,0.908
685,Korea (Republic of),2016,0.78,0.85,0.9,0.6,1.0,0.66,0.69,0.81,0.59,0.54,0.65,0.5,0.61,0.63,0.93,0.93,0.99,0.97,0.54,0.912
686,Korea (Republic of),2017,0.81,0.92,0.9,0.78,1.0,0.77,0.72,0.87,0.59,0.71,0.93,0.5,0.78,0.62,0.93,0.93,0.99,0.97,0.55,0.915
687,Korea (Republic of),2018,0.83,0.92,0.9,0.78,1.0,0.73,0.72,0.89,0.57,0.76,0.93,1.0,0.8,0.62,0.93,0.93,0.99,0.97,0.55,0.918
688,Korea (Republic of),2019,0.83,0.92,0.9,0.78,1.0,0.73,0.7,0.97,0.59,0.78,0.97,1.0,0.83,0.62,0.82,0.93,0.99,0.98,0.55,0.922
689,Korea (Republic of),2020,0.79,0.92,0.9,0.66,1.0,0.72,0.7,0.89,0.59,0.78,0.97,1.0,0.81,0.62,0.82,0.93,0.99,0.98,0.55,0.922
690,Korea (Republic of),2021,0.77,0.92,0.9,0.66,1.0,0.72,0.75,0.89,0.59,0.78,0.97,1.0,0.81,0.63,0.82,0.93,1.0,0.98,0.55,0.926
691,Korea (Republic of),2022,0.74,0.91,0.89,0.77,1.0,0.72,0.71,0.89,0.59,0.65,0.8,1.0,0.69,0.63,0.82,0.86,1.0,0.98,0.55,0.929
692,Latvia,1991,0.66,0.68,0.68,0.81,0.67,0.66,0.61,0.77,0.42,0.77,0.79,0.5,0.71,0.69,0.79,0.69,0.93,0.79,0.47,0.73
693,Latvia,1992,0.66,0.68,0.68,0.81,0.67,0.66,0.62,0.98,0.61,0.77,0.79,1.0,0.72,0.74,0.79,0.69,0.93,0.78,0.47,0.707
694,Latvia,1993,0.66,0.82,0.88,0.57,0.67,0.65,0.63,0.98,0.61,0.77,0.76,1.0,0.71,0.74,0.79,0.69,0.93,0.75,0.47,0.6910000000000001
695,Latvia,1994,0.66,0.82,0.88,0.57,0.67,0.65,0.63,0.98,0.61,0.77,0.79,1.0,0.72,0.74,0.79,0.69,0.92,0.74,0.47,0.687
696,Latvia,1995,0.63,0.82,0.88,0.5,0.67,0.66,0.63,0.75,0.61,0.77,0.76,0.5,0.7,0.74,0.79,0.69,0.93,0.75,0.47,0.6960000000000001
697,Latvia,1996,0.63,0.82,0.88,0.5,0.67,0.73,0.63,0.75,0.61,0.77,0.79,0.5,0.7,0.72,0.79,0.69,0.93,0.78,0.47,0.711
698,Latvia,1997,0.63,0.82,0.88,0.5,0.67,0.73,0.63,0.75,0.61,0.77,0.79,0.5,0.7,0.72,0.79,0.73,0.93,0.79,0.46,0.725
699,Latvia,1998,0.63,0.82,0.88,0.51,0.67,0.73,0.63,0.8,0.61,0.77,0.76,0.5,0.7,0.73,0.79,0.73,0.94,0.79,0.46,0.736
700,Latvia,1999,0.63,0.82,0.88,0.51,0.67,0.73,0.62,0.8,0.61,0.77,0.79,1.0,0.72,0.73,0.79,0.73,0.94,0.8,0.46,0.75
701,Latvia,2000,0.64,0.82,0.88,0.51,0.67,0.73,0.64,0.8,0.61,0.77,0.79,1.0,0.72,0.75,0.79,0.73,0.95,0.8,0.46,0.761
702,Latvia,2001,0.64,0.82,0.88,0.51,0.67,0.73,0.65,0.75,0.61,0.77,0.79,1.0,0.72,0.75,0.79,0.73,0.95,0.81,0.46,0.772
703,Latvia,2002,0.67,0.82,0.88,0.54,0.67,0.73,0.65,0.8,0.61,0.77,0.75,1.0,0.71,0.77,0.79,0.73,0.95,0.81,0.46,0.784
704,Latvia,2003,0.67,0.82,0.88,0.54,0.67,0.73,0.66,0.8,0.61,0.77,0.8,1.0,0.72,0.79,0.79,0.73,0.96,0.82,0.47,0.795
705,Latvia,2004,0.67,0.82,0.88,0.54,0.67,0.73,0.68,0.8,0.61,0.77,0.8,1.0,0.71,0.79,0.79,0.74,0.96,0.83,0.47,0.805
706,Latvia,2005,0.64,0.82,0.88,0.54,0.67,0.73,0.68,0.75,0.61,0.77,0.8,1.0,0.71,0.77,0.79,0.74,0.96,0.82,0.47,0.8150000000000001
707,Latvia,2006,0.64,0.64,0.91,0.49,0.67,0.74,0.69,0.75,0.57,0.77,0.77,1.0,0.71,0.76,0.79,0.74,0.97,0.81,0.47,0.8210000000000001
708,Latvia,2007,0.65,0.64,0.91,0.49,0.67,0.74,0.69,0.75,0.57,0.77,0.8,1.0,0.71,0.79,0.79,0.74,0.97,0.81,0.47,0.8250000000000001
709,Latvia,2008,0.65,0.64,0.91,0.49,0.67,0.74,0.71,0.75,0.6,0.77,0.77,1.0,0.71,0.77,0.79,0.74,0.97,0.83,0.47,0.8320000000000001
710,Latvia,2009,0.68,0.64,0.91,0.49,0.67,0.74,0.72,0.75,0.6,0.77,0.8,1.0,0.71,0.78,0.79,0.74,0.97,0.84,0.47,0.8310000000000001
711,Latvia,2010,0.67,0.81,0.91,0.52,0.67,0.76,0.75,0.75,0.6,0.74,0.8,1.0,0.72,0.77,0.79,0.74,0.97,0.85,0.48,0.8270000000000001
712,Latvia,2011,0.67,0.81,0.91,0.52,0.67,0.75,0.75,0.98,0.6,0.74,0.84,1.0,0.73,0.78,0.79,0.74,0.98,0.85,0.48,0.833
713,Latvia,2012,0.68,0.81,0.91,0.52,0.67,0.74,0.76,1.0,0.66,0.74,0.8,1.0,0.71,0.81,0.79,0.74,0.98,0.85,0.48,0.837
714,Latvia,2013,0.68,0.81,0.91,0.52,0.67,0.76,0.72,1.0,0.66,0.74,0.8,1.0,0.73,0.83,0.76,0.7,0.98,0.85,0.48,0.846
715,Latvia,2014,0.68,0.89,0.91,0.51,0.67,0.75,0.72,0.89,0.66,0.74,0.84,1.0,0.74,0.81,0.77,0.72,0.98,0.86,0.49,0.85
716,Latvia,2015,0.68,0.89,0.91,0.51,0.67,0.75,0.73,0.81,0.66,0.74,0.84,1.0,0.74,0.81,0.77,0.72,0.99,0.86,0.49,0.853
717,Latvia,2016,0.68,0.89,0.91,0.51,0.67,0.75,0.73,0.89,0.63,0.71,0.81,1.0,0.72,0.86,0.71,0.72,0.99,0.86,0.49,0.858
718,Latvia,2017,0.68,0.89,0.91,0.51,0.67,0.75,0.71,0.89,0.63,0.67,0.81,1.0,0.72,0.79,0.71,0.72,0.99,0.86,0.5,0.863
719,Latvia,2018,0.68,0.88,0.9,0.53,0.67,0.77,0.71,0.89,0.63,0.9,0.81,1.0,0.72,0.83,0.71,0.72,0.99,0.86,0.5,0.868
720,Latvia,2019,0.68,0.88,0.9,0.53,0.67,0.76,0.72,1.0,0.63,0.9,0.81,1.0,0.75,0.86,0.71,0.72,0.99,0.87,0.5,0.873
721,Latvia,2020,0.68,0.88,0.9,0.53,0.67,0.76,0.71,1.0,0.63,0.73,0.81,1.0,0.73,0.85,0.65,0.66,0.99,0.87,0.5,0.873
722,Latvia,2021,0.64,0.88,0.9,0.53,0.67,0.76,0.77,0.89,0.63,0.7,0.87,1.0,0.76,0.86,0.65,0.64,0.99,0.87,0.5,0.865
723,Latvia,2022,0.64,0.87,0.9,0.6,0.67,0.74,0.8,0.89,0.63,0.71,0.81,1.0,0.73,0.83,0.65,0.64,0.99,0.87,0.5,0.879
724,Lithuania,1991,0.88,0.83,0.76,0.762317193715262,0.7523369565824396,0.7,0.57,0.95,0.53,0.71,0.74,0.0,0.65,0.65,0.85,0.9,0.94,0.8,0.47,0.735
725,Lithuania,1992,0.88,0.82,0.78,0.7,0.67,0.77,0.56,0.98,0.74,0.71,0.74,0.0,0.67,0.68,0.85,0.9,0.93,0.8,0.47,0.72
726,Lithuania,1993,0.82,0.82,0.89,0.73,0.67,0.79,0.66,0.98,0.74,0.71,0.81,0.0,0.69,0.68,0.85,0.9,0.93,0.78,0.47,0.7020000000000001
727,Lithuania,1994,0.82,0.82,0.89,0.73,0.67,0.79,0.66,0.85,0.74,0.79,0.81,0.0,0.74,0.68,0.85,0.9,0.94,0.78,0.47,0.6970000000000001
728,Lithuania,1995,0.82,0.82,0.89,0.73,0.67,0.79,0.66,0.98,0.74,0.79,0.81,0.5,0.75,0.68,0.85,0.9,0.94,0.79,0.47,0.704
729,Lithuania,1996,0.82,0.82,0.89,0.49,0.67,0.79,0.66,0.75,0.74,0.79,0.73,0.5,0.73,0.69,0.85,0.9,0.95,0.8,0.47,0.717
730,Lithuania,1997,0.82,0.83,0.89,0.49,0.67,0.79,0.66,0.75,0.74,0.79,0.81,1.0,0.75,0.69,0.85,0.9,0.96,0.81,0.47,0.732
731,Lithuania,1998,0.82,0.83,0.89,0.7,0.67,0.79,0.66,0.75,0.74,0.79,0.81,1.0,0.75,0.69,0.85,0.9,0.96,0.82,0.47,0.744
732,Lithuania,1999,0.82,0.83,0.89,0.7,0.67,0.79,0.64,0.8,0.74,0.79,0.81,1.0,0.75,0.69,0.85,0.9,0.96,0.82,0.47,0.753
733,Lithuania,2000,0.82,0.82,0.89,0.5,0.67,0.83,0.64,0.75,0.74,0.79,0.74,1.0,0.75,0.71,0.85,0.9,0.96,0.83,0.47,0.769
734,Lithuania,2001,0.82,0.82,0.89,0.5,0.67,0.83,0.65,0.75,0.74,0.79,0.81,1.0,0.75,0.71,0.85,0.9,0.96,0.82,0.47,0.779
735,Lithuania,2002,0.82,0.82,0.89,0.5,0.67,0.83,0.65,0.98,0.74,0.79,0.81,1.0,0.75,0.71,0.85,0.9,0.97,0.82,0.47,0.791
736,Lithuania,2003,0.82,0.82,0.89,0.5,0.67,0.83,0.62,0.75,0.74,0.79,0.81,1.0,0.75,0.71,0.85,0.9,0.97,0.83,0.48,0.805
737,Lithuania,2004,0.82,0.82,0.78,0.48,0.67,0.83,0.66,0.8,0.74,0.79,0.74,1.0,0.76,0.74,0.85,0.9,0.97,0.83,0.48,0.8130000000000001
738,Lithuania,2005,0.82,0.82,0.78,0.48,0.67,0.83,0.66,0.75,0.74,0.79,0.82,1.0,0.78,0.76,0.85,0.9,0.97,0.82,0.48,0.8210000000000001
739,Lithuania,2006,0.8,0.82,0.78,0.48,0.67,0.83,0.69,0.8,0.7,0.79,0.82,1.0,0.79,0.76,0.85,0.9,0.97,0.81,0.48,0.8280000000000001
740,Lithuania,2007,0.8,0.82,0.78,0.48,0.67,0.83,0.69,0.8,0.7,0.79,0.82,1.0,0.79,0.76,0.85,0.9,0.97,0.81,0.48,0.835
741,Lithuania,2008,0.8,0.86,0.91,0.45,0.67,0.83,0.69,0.8,0.7,0.79,0.77,1.0,0.78,0.76,0.85,0.9,0.98,0.82,0.49,0.843
742,Lithuania,2009,0.8,0.86,0.91,0.47,0.67,0.83,0.69,0.8,0.7,0.79,0.83,1.0,0.79,0.74,0.8,0.9,0.98,0.84,0.49,0.843
743,Lithuania,2010,0.8,0.86,0.91,0.47,0.67,0.86,0.69,0.8,0.7,0.79,0.83,1.0,0.8,0.74,0.82,0.9,0.98,0.84,0.49,0.846
744,Lithuania,2011,0.8,0.86,0.91,0.47,0.67,0.86,0.69,0.85,0.7,0.79,0.83,1.0,0.8,0.76,0.82,0.9,0.98,0.85,0.49,0.853
745,Lithuania,2012,0.8,0.81,0.91,0.55,0.67,0.86,0.69,1.0,0.7,0.79,0.77,1.0,0.79,0.75,0.82,0.9,0.99,0.85,0.5,0.855
746,Lithuania,2013,0.8,0.81,0.91,0.55,1.0,0.89,0.69,1.0,0.7,0.76,0.82,1.0,0.76,0.73,0.79,0.86,0.99,0.85,0.5,0.858
747,Lithuania,2014,0.8,0.86,0.91,0.42,1.0,0.89,0.69,0.89,0.7,0.76,0.88,1.0,0.77,0.73,0.79,0.86,0.99,0.86,0.5,0.864
748,Lithuania,2015,0.8,0.86,0.91,0.42,1.0,0.89,0.69,1.0,0.7,0.89,0.88,1.0,0.79,0.74,0.79,0.86,0.99,0.86,0.51,0.865
749,Lithuania,2016,0.82,0.85,0.9,0.54,1.0,0.89,0.67,1.0,0.7,0.89,0.77,1.0,0.78,0.75,0.79,0.78,0.99,0.86,0.51,0.87
750,Lithuania,2017,0.82,0.85,0.9,0.54,1.0,0.85,0.65,1.0,0.7,0.75,0.84,1.0,0.79,0.75,0.79,0.76,0.99,0.87,0.51,0.878
751,Lithuania,2018,0.76,0.85,0.9,0.54,1.0,0.84,0.66,0.89,0.7,0.89,0.88,1.0,0.8,0.77,0.75,0.76,0.99,0.88,0.51,0.882
752,Lithuania,2019,0.76,0.85,0.9,0.63,1.0,0.84,0.67,1.0,0.7,0.89,0.88,1.0,0.81,0.8,0.75,0.78,0.99,0.89,0.52,0.886
753,Lithuania,2020,0.8,0.65,0.89,0.52,1.0,0.84,0.68,1.0,0.7,0.75,0.88,1.0,0.79,0.76,0.75,0.78,0.99,0.87,0.52,0.88
754,Lithuania,2021,0.84,0.65,0.89,0.52,1.0,0.86,0.66,1.0,0.7,0.78,0.88,1.0,0.78,0.82,0.75,0.75,0.99,0.87,0.52,0.875
755,Lithuania,2022,0.84,0.65,0.89,0.52,1.0,0.82,0.66,1.0,0.7,0.78,0.88,1.0,0.78,0.84,0.75,0.75,0.99,0.87,0.52,0.879
756,Luxembourg,1990,0.78,0.83,0.86,0.64,1.0,0.65,0.92,0.98,0.74,0.73,0.91,1.0,0.82,0.63,0.93,0.89,0.97,0.87,0.42,0.793
