year,coa,coo,totalrefugees,ccode_coo,ccode_coa,minimal_distance,groupname1,gwgroupid1,groupname2,gwgroupid2,groupname3,gwgroupid3,sources,quote,groupshare1_num,groupshare2_num,groupshare3_num,group1share_multiplier,group2share_multiplier,group3share_multiplier,group1_size,group2_size,group3_size
1982,Mexico,Guatemala,35050,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://books.google.ch/booksid=gQOZaLXtdlAC&pg=PA164&dq=maya+refugees+1985&hl=de&ei=Cl6uTcFrzqA6mOPg5AE&sa=X&oi=book_result&ct=result&resnum=1&ved=0CDAQ6AEwAA#v=onepage&q=ladino&f=falsevqvfb2RcYMMkcowpknLiO9m5M&hl=de&ei=0lauTaHQM4SfOtvj2O0B&sa,Eighty to 90 percent of the total recognized refugee population were indigenous Maya and 10 to 20 percent ladinos. P. 75,dominant,minority,,0.95,0.05,,33297.5,1752.5,
1983,Mexico,Guatemala,40000,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://books.google.ch/booksid=gQOZaLXtdlAC&pg=PA164&dq=maya+refugees+1985&hl=de&ei=Cl6uTcFrzqA6mOPg5AE&sa=X&oi=book_result&ct=result&resnum=1&ved=0CDAQ6AEwAA#v=onepage&q=ladino&f=falsevqvfb2RcYMMkcowpknLiO9m5M&hl=de&ei=0lauTaHQM4SfOtvj2O0B&sa,Eighty to 90 percent of the total recognized refugee population were indigenous Maya and 10 to 20 percent ladinos. P. 75,dominant,minority,,0.95,0.05,,38000,2000,
1984,Mexico,Guatemala,45000,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,42750,2250,
1985,Mexico,Guatemala,45000,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,42750,2250,
1986,Mexico,Guatemala,45000,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,42750,2250,
1987,Mexico,Guatemala,45000,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,42750,2250,
1988,Mexico,Guatemala,44964,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,42715.8,2248.2,
1989,Mexico,Guatemala,42340,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,Lischer,Guatemala (Maya),dominant,minority,,0.95,0.05,,40223,2117,
1990,Mexico,Guatemala,45412,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,Lischer,Guatemala (Maya),dominant,minority,,0.95,0.05,,43141.4,2270.6,
1991,Mexico,Guatemala,49030,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,Lischer,Guatemala (Maya),dominant,minority,,0.95,0.05,,46578.5,2451.5,
1992,Mexico,Guatemala,49846,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,Lischer,Guatemala (Maya),dominant,minority,,0.95,0.05,,47353.7,2492.3,
1991,Belize,Guatemala,3000,90,80,,Guatemalans,9001000,Maya,9002000,,,http://www.faqs.org/minorities/South-and-Central-America/Maya-of-Guatemala.html,"Over 200'000 Maya fled as refugees to Mexico, Honduras, Belize, the USA and elsewhere.",dominant,minority,,0.95,0.05,,2850,150,
1993,Mexico,Guatemala,47246,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,44883.7,2362.3,
1994,Mexico,Guatemala,42903,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,40757.8,2145.15,
1995,Mexico,Guatemala,35583,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,33803.8,1779.15,
1996,Mexico,Guatemala,32593,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,30963.3,1629.65,
1997,Mexico,Guatemala,30061,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,28557.9,1503.05,
1998,Mexico,Guatemala,26646,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,25313.7,1332.3,
1999,Mexico,Guatemala,22116,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,21010.2,1105.8,
2000,Mexico,Guatemala,16031,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,15229.5,801.55,
2001,Mexico,Guatemala,12953,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,12305.3,647.65,
2002,Mexico,Guatemala,10594,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,10064.3,529.7,
2003,Mexico,Guatemala,4116,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,3910.2,205.8,
2004,Mexico,Guatemala,2374,90,70,0,Maya,9002000,Guatemalans (Mestizo),9001000,,,http://unbc.academia.edu/CatherineNolin/Papers/126697/Guatemalan_refugees_and_returnees_Local_geography_and_Maya_identity,"the vast majority of Guatemalan refugees in Mexico are Maya Indians from various regions of the country, p2.",dominant,minority,,0.95,0.05,,2255.3,118.7,
2016,Mexico,Honduras,2126,91,70,178143,Mestizos,9106000,,,,,,,dominant,,,0.95,,,2019.7,,
2017,Mexico,Honduras,2895,91,70,178143,Mestizos,9106000,,,,,,,dominant,,,0.95,,,2750.25,,
2018,Mexico,Honduras,4656,91,70,178143,Mestizos,9106000,,,,,,,majority,,,0.65,,,3026.4,,
2019,Mexico,Honduras,9257,91,70,178143,Mestizos,9106000,,,,,,,majority,,,0.65,,,6017.05,,
2020,Mexico,Honduras,11833,91,70,178143,Mestizos,9106000,,,,,,,majority,,,0.65,,,7691.45,,
1980,Mexico,El Salvador,44000,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,26400,13200,
1981,Mexico,El Salvador,140000,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.com/booksid=3wm6zNv_DE8C&dq=isbn:9789041112286&hl=de,"In regard to Salvadorian refugees, Mexico was in a special situation. Traditionally large numbers of Salvadorian transited Mexico illegally in order to reach the U.S.A. p. 359",majority,minority,,0.6,0.3,,84000,42000,
1982,Mexico,El Salvador,120000,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://www.migrationinformation.org/Profiles/display.cfmID=636,The mayjority were from rural communites,majority,minority,,0.6,0.3,,72000,36000,
1983,Mexico,El Salvador,120000,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=2c6ifbjx2wMC&printsec=frontcover&dq=immigration+and+asylum+from+1900+to+the+present&hl=de&ei=npwqTunHNNK18QOJ-d2HDA&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"The violence in El Salvador displaced an estimated 1 million people - 20 percent of El Salvador's population. About half remained within the country as internally displace people, about 100'000 crossed into Honduras, ans many more sought safety",majority,minority,,0.6,0.3,,72000,36000,
1984,Mexico,El Salvador,120000,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,72000,36000,
1985,Mexico,El Salvador,120000,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,72000,36000,
2005,Austria,Serbia,5091,345,305,240801,Albanians,34506000,,,,,USCRI,,majority,,,0.65,,,3309.15,,
1986,Mexico,El Salvador,120000,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,72000,36000,
1987,Mexico,El Salvador,120000,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,72000,36000,
1988,Mexico,El Salvador,119894,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,71936.4,35968.2,
1989,Mexico,El Salvador,3847,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,2308.2,1154.1,
1990,Mexico,El Salvador,4033,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,2419.8,1209.9,
1991,Mexico,El Salvador,4200,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,2520,1260,
1992,Mexico,El Salvador,4157,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,2494.2,1247.1,
1993,Mexico,El Salvador,4009,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,2405.4,1202.7,
1994,Mexico,El Salvador,3324,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,1994.4,997.2,
1995,Mexico,El Salvador,2432,92,70,206733,Salvadorans,9201000,Indigenous,9202000,,,http://books.google.ch/booksid=ucd_T1WBFc8C&printsec=frontcover&dq=reconceiving+international+refugee+laws&hl=de&ei=Xp0qTtSXEcqs8QPd0sH5Cw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false,"Mostly peasants and urban poor, the Salvadoran refugees went to virtually every country in the region, but primarily to the United States and Mexico.",majority,minority,,0.6,0.3,,1459.2,729.6,
2016,Mexico,El Salvador,2366,92,70,206733,Mestizos,9201000,Indigenous peoples,9202000,,,"Mosel: Aproximaciones a la historia del humanitarismo en América Latina y el Caribe, p.85-96","...que han determinado la heterogeneidad que [...] compuesta en su mayoría por campesinos mestizos y afrodescendientes,",dominant,minority,,0.95,0.05,,2247.7,118.3,
2017,Mexico,El Salvador,3332,92,70,206733,Mestizos,9201000,Indigenous peoples,9202000,,,"Mosel: Aproximaciones a la historia del humanitarismo en América Latina y el Caribe, p.85-96","...que han determinado la heterogeneidad que [...] compuesta en su mayoría por campesinos mestizos y afrodescendientes,",dominant,minority,,0.95,0.05,,3165.4,166.6,
2019,Mexico,El Salvador,7244,92,70,206733,Mestizos,9201000,Indigenous peoples,9202000,,,"Mosel: Aproximaciones a la historia del humanitarismo en América Latina y el Caribe, p.85-96","...que han determinado la heterogeneidad que [...] compuesta en su mayoría por campesinos mestizos y afrodescendientes,",majority,minority,,0.6,0.3,,4346.4,2173.2,
2020,Mexico,El Salvador,8136,92,70,206733,Mestizos,9201000,Indigenous peoples,9202001,,,"Mosel: Aproximaciones a la historia del humanitarismo en América Latina y el Caribe, p.85-97","...que han determinado la heterogeneidad que [...] compuesta en su mayoría por campesinos mestizos y afrodescendientes,",majority,minority,,0.6,0.3,,4881.6,2440.8,
1985,Belize,Guatemala,6000,90,80,,Guatemalans,9001000,Maya,9002000,,,http://www.nlsbze.bz/mestizos.html,"Since the 1980, many thousands of refugee Mestizo from Guatemala, El Salvador and Honduras have established communites near the capital city of Belmopan.",dominant,minority,,0.95,0.05,,5700,300,
1986,Belize,Guatemala,6000,90,80,,Guatemalans,9001000,Maya,9002000,,,http://www.faqs.org/minorities/South-and-Central-America/Maya-of-Guatemala.html,"Over 200'000 Maya fled as refugees to Mexico, Honduras, Belize, the USA and elsewhere.",dominant,minority,,0.95,0.05,,5700,300,
1987,Belize,Guatemala,7000,90,80,,Guatemalans,9001000,Maya,9002000,,,http://www.expatbelize.com/discover-belize/demographics.html,"Due to conflicts in neighboring Central American nations, Mestizo refugees from El Salvador, Guatemala, and Honduras have fled to Belize in significant numbers during the 1980s, and have been further adding to this group",dominant,minority,,0.95,0.05,,6650,350,
1988,Belize,Guatemala,7000,90,80,,Guatemalans,9001000,Maya,9002000,,,http://www.nlsbze.bz/mestizos.html,"Since the 1980, many thousands of refugee Mestizo from Guatemala, El Salvador and Honduras have established communites near the capital city of Belmopan.",dominant,minority,,0.95,0.05,,6650,350,
